#Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
10,-0.1256543381820892,0.2696079527877571,-10.8567621461797
10.31177274593055,-0.1355651498567705,0.2897036818299179,-11.22725998882937
10.63326571637161,-0.1454731109040754,0.3123247414411733,-11.62656134097904
10.96478196143185,-0.155330259773161,0.3366374448139111,-12.0473521900323
11.30663397949639,-0.1655310641454793,0.3627478640238361,-12.49066914602257
11.65914401179832,-0.1763835015697288,0.3907866512023538,-12.95605563048645
12.02264434617413,-0.1880461349549115,0.4205597143647655,-13.44723326693867
12.39747763028944,-0.2000478984214317,0.4523348980555497,-13.96581799829875
12.78399719463024,-0.2128788187620892,0.4865471431523992,-14.51228630818325
13.18256738556408,-0.226717919475007,0.5223616221354078,-15.08593829178753
13.59356390878525,-0.2413306131615324,0.5604786738589538,-15.69333394323375
14.0173741834677,-0.2570476451512182,0.600215635076578,-16.3363098701841
14.45439770745927,-0.2736882879498142,0.6420868143432036,-17.01341916027249
14.90504643386196,-0.2916881463540674,0.6859956386755128,-17.72464973817551
15.36974515935272,-0.3106920945946984,0.7315887852189352,-18.47981305006597
15.84893192461113,-0.3309304884850814,0.7783174968659643,-19.27451710356988
16.34305842723138,-0.3525633968644581,0.8267665387406673,-20.10795808335715
16.85259044750751,-0.3756009344570878,0.8764176089877278,-20.98604313272705
17.37800828749376,-0.3998432664141365,0.9266271548294203,-21.90761997391539
17.91980722375334,-0.4257375264601347,0.9777864590733082,-22.87572895254738
18.47849797422291,-0.4533513902214265,1.028514156393984,-23.88987888111763
19.05460717963247,-0.4820275872696814,1.080187182572893,-24.9491106709238
19.64867789993468,-0.5131351954360368,1.131808745468165,-26.05323340312991
20.26127012621143,-0.5453878478492118,1.182675658771042,-27.20931174967217
20.8929613085404,-0.5795439031421696,1.233819223710037,-28.41375578085921
21.54434690031883,-0.615219581572125,1.283784886963764,-29.66948122430822
22.21604091955812,-0.6542494019110662,1.332746169318171,-30.97766424919406
22.90867652767772,-0.6927179435363545,1.379670233110015,-32.34431278024886
23.62290662634462,-0.7336944889581374,1.425731945422525,-33.76603458017862
24.35940447292027,-0.7764862072937637,1.4696542246226,-35.24294714731225
25.1188643150958,-0.8211196262160867,1.511648572887879,-36.77972159475485
25.90200204531324,-0.8668533674127366,1.550285809027516,-38.38092705316352
26.70955587558985,-0.9150563137934636,1.587697566086774,-40.03656892203264
27.54228703338166,-0.964772119610548,1.620381915123529,-41.77110165342999
28.40098047914215,-1.014115038811058,1.650128192761382,-43.5718835688707
29.28644564625237,-1.063778348077659,1.674664994312098,-45.44741954921365
30.19951720402016,-1.114360933349007,1.695321284435972,-47.397158261101
31.1410558444676,-1.164287743956632,1.710532652653953,-49.42897887045143
32.11194909364824,-1.214287891999762,1.720728375463279,-51.53584581029585
33.11311214825911,-1.265519095465056,1.724479960169976,-53.73520227491088
34.14548873833601,-1.316580771997307,1.723934731674764,-56.00918625192473
35.21005201684519,-1.362992183562179,1.712825676883363,-58.38782081612494
36.30780547701014,-1.407301425311694,1.695882978288176,-60.84254200659404
37.4397838982381,-1.450665301592239,1.671462226245378,-63.39125939488065
38.60705432153813,-1.487609960905183,1.637165905234087,-66.03237151885483
39.81071705534973,-1.524341695371593,1.592005831233855,-68.79202949781811
41.05190671273078,-1.555403019901284,1.537629845826285,-71.63967376172994
42.33179328088209,-1.582146015198925,1.469372464126078,-74.61055344253911
43.65158322401661,-1.601153579709275,1.386667260019036,-77.69348683439443
45.01252062061337,-1.612720797589659,1.287299606190757,-80.8977209919713
46.41588833612777,-1.618927854838155,1.167153862336273,-84.26109296546817
47.86300923226385,-1.616976582823505,1.027700068109607,-87.75285041958495
49.35524741394806,-1.604434359447866,0.8661515172034951,-91.37497519224769
50.89400951518089,-1.590113490581647,0.7141793556475946,-94.95770599750922
52.48074602497726,-1.557157352149319,0.488019912173285,-98.95007066480755
54.11695265464638,-1.513861902920348,0.2321741061753103,-103.0871770999852
55.80417174769964,-1.45807425524278,-0.06956138952396496,-107.4396981945575
57.54399373371569,-1.39099095307567,-0.4257453430005067,-112.0219202294384
59.33805862753281,-1.30866952592404,-0.8670733722580402,-116.9360914792131
61.18805757518219,-1.213768077322193,-1.412896726469251,-122.1930107661365
63.09573444801933,-1.107015630097412,-2.098957288286893,-127.805973124981
65.06288748655574,-0.9961213497246937,-2.961654265254476,-133.6719021426358
67.09137099554111,-0.8960560668664729,-4.005510418243804,-139.4590782324178
69.18309709189363,-0.823133855998175,-5.140271475437768,-144.6074516357994
71.34003750712564,-0.7825804967172385,-6.239965729083103,-148.8492277177957
73.56422544596414,-0.7653835347633925,-7.249488682597849,-152.3220460380224
